content,score
Game mmorpg terbaik di awal taun nd tampa batas buat explore,5
🥰🥰🥰🥰🥰,5
Loadingnya lama pisan,1
"Bagi game Survival dan petualangan online ,sistem chat harus ada masak gak bisa chat global kan ,kurang iteraksi jadi bosenin",1
Bagus,3
"Gamenya tidak mau di download, ruang penyimpanan kosong dan tersedia banyak, padahal download game lain bisa tapi game ini tidak bisa. Hanya itu saja",1
Saya sarankan install pakai wifi,3
Ini knp reconnect trs ya muter2 trs padahal jaringan aman,3
"Best game di jamin betah Rpg-survival-first person jadi satuu sumpah enak bet ini serasa monst*rhunter+lifeaft*r Bisa taming pet,bebas milih senjata kek berasa lu di dunia fantasy",5
"Knp g bisa di download ya? HP speck udah ok, HP xiomi poco x3 nfc",1
bang bagi duit bang,5
"Game seru, menarik",5
⭐⭐⭐⭐⭐,5
no rapid server please,1
Open world sandbox mmorpg. Ini game yg sebenernya aku pen coba. Ini rasanya bener bener open world tapi juga mmorpg. Sense of livingnya ketara,5
"game nya sangat seru tapi ada bug saat mendevour snopine tail untuk horsedeer itu ekor nya hilang, tolong di perbaiki",5
Game bagus di luar expetasi saya,5
Good,5
Nice game,5
Very good game,5
"Ane belum nyoba,cuman liat komentarnya pada positif ya ane dowbload:v",5
Game terbaik,5
Masih ada bug bug di petnya tolong diperbaiki,5
Mantap gak ngebosenin,5
Mantap,5
Nice Game,5
Anjayy,1
"keliatannya seru, download ah",5
So awesome,5
Game mmo survival openworld paling sempurna yg pernah gue temuin... Wajib donlod,5
"Untuk game size 6gb, grafiknya buruk dan gerakannya kaku banget Sangat membingungkan untuk pemula karena UI penuh banget",1
Saya baru tau jika ada game yang tidak membolehkan Para player nya untuk berkomunikasi dalam hitungan minor -_- kenapa tidak memberi sistem report atau sensor saja untuk sesuatu yang berbau dewasa? Atau memberi sistem ban untuk player yang mengatakan hal yang tidak pantas?,1
Kode reedem nya berapa,5
Terlalu besar ukurannya. Belum patch nya juga. . .,1
Nice,5
Mamtap,5
"Gambar nya kaya multiple/ kaya numpuk gitu, kecewa udah lama download nya malah gini",1
"Wow cool . my advice, the bugs will be removed immediately",5
Bagus,5
Berat cok :v,5
Game nya gc,1
Mantap,5
Saya sebenarnya menyukai game seperti ini dari dulu dengan peyimpanan rendah dan sekarang sudah ada,5
👍,5
Unduhan stop di 99%. Padahal jaringan wifi lagi lancar,1
ini sangat bagus,5
Game nya sangat seru dan unik. Untuk update selanjutnya tolong tambahkan fitur transfer karakter ke server lain,5
"Gokil parah sih gamenya, diluar expectasi untuk sekelas game baru, cuma saran ada beberapa bug seperti kita ngehit tapi damagenya ga ada , malah sebaliknya monster ngehit kita ngurang, padahal jaringan stabil. Tapi itu hanya masalah kecil yg ga sering banget, overall gamenya keren parah. Tetap semangat dev",5
Mantap dari Segi Grafis dan fitur fitur di dalamnya Dan jangan lupa join Clan NpC punyaku ya😉,5
mediatek helio g35 ram 4 rom 64 mampuh ga main game ini,5
Saya tidak bisa login sering ada kata dont no tauch,1
Saya suka game nya tpi kurang paham bahasa inggris..tolong dong bikin sub indonesia nya pliss pengen paham mainnya🙏🙏🙏,3
Gk bisa login udah di hapus dwonload lagi game nya masih aja gk bisa,1
GEME INI GA ADA GUNA SAYA TIDAK BISA MASUK KEDALAM GEME SAYA AKAN MEMBERIKAN BINTANG 1😡😡😡,1
Nice lah seru parah gw download ini gegara bosen main ML dapet tim troll mulu,5
Butuh bahasa Indonesia !!,5
Game nya bagus tapi di hp ku kenapa jadi jelek grafiknya 🗿,5
"Saya hanya berharap ramah kepada player F2P seperti saya,dan tidak menambah minimum Spek",5
"Masak baru rilis ukuran nya dah 3,9 gb",1
"Cepet panas di HP, ga rekomendasi buat di download",1
tolong dev ditambahkan bahasa Indonesia sebagian quest ada yg tidak saya mengerti,5
"Woah,ini game open world paling seru menurut gua saat ini,bisa lakuin hal apa saja PvP PvE ato tame cocok buat yg suka Adventure",5
"Main di poco x3 pro mengalami bug tampilan, sehingga tidak dapat login, masuk server mohon segera di perbaiki Bintang 1 adalah gambaran kekecewaan saya untuk game ini No respon dari developer kecewa berat sama pengembang game, pemain tidak di dengar",1
Bagus game nya,5
biasa aja.,5
"Beh ngeri 3,9 GB 🗿🗿",5
Bagus ni game nya wajib download,5
Gk ada bahasa Indonesia ya,1
Sulaema nhidaNhdayaT. .ule,5
Nice game,5
Woi proses penjualan notanya banget,5
WAGU ORA APIK,1
Good!!,5
Game nya bagus map gede segede knjut bdg,5
Kenapa semua server busy?,1
Masa baru main kitanya baru main loh tapi tiba-tiba giga nya tidak habis orangnya tidak habis apa mereka penuh kasih bintang 1 aja lk8888,1
Kok aku ga bisa masuk ke gamenya? Padahal aku mau tau dalamnya... tolong diperbaiki sistemnya ya kak,1
Bagus aja,5
Pengen Main tapi ram/rom HP cuma 3/32 GigaBite😞😞😞,5
Best,5
Biar bintang bicara,5
"Gamenya udah bagus dari segi apapun itu, tapi tolong server nya jangan banyak banyak",5
Kalau bisa dikasih fitur yang dimana gender karakter seekor hewan dapat sesuaikan sama player itu sendiri. Entah itu mau laki apa perempuan,5
"Tolong diperbaiki dibagian pembayaran, ketika akan top up tidak bisa, keterangan tidak bisa karena saldo tidak cukup, padahal saldonya cukup.",5
Keren ini mah game survival+mmorpg nice game,5
Jelek banget iyo,5
Hp dan game kurang memadai,1
"best , klo bisa tolong dong developer buat dioptimalin lagi , hp ku Samsung A20 setting rata kiri masih susah dapet 30fps 🙏😁",5
Gem ini sangaaaaaaaat bagus sekali,5
The Best,5
gamenya tidak bagus jelek,1
Jelek membosankan,1
"Katanya teman sih bagus, eh server penuh, gabisa main bareng teman deh, akhirnya kami ber 8 uninstall karna 1 orng gabisa main bareng di 1 server, kebanyakan di suruh nunggu 10 mnit, buang waktu",1
Game yg mantap,5
"Game paket komplit semua genre di libas. Mmo + survival + simulasi + absurd wkwk. Di trailer nya b aja, tapi pas maen wow.",5
"Lah dihapus, mohon berikan akses chat ke orang, tidak masalah kalau tidak bisa chat di global atau clan, saya mohon agar yg dibawah 21 tahun bisa chat ke personal, sangat sulit berinteraksi dengan player lain",5
Anjir yg terbaiklah ni game,5
keren,5
Suram,1
keren.. map nya luas banget bisa puas eksplore,5
Bagus bet sih ini,5
Nice,5
🙏,1
Bagusgamenya,5
Game nya bagus! Tapi harga item item di toko sangatlah mahal 😭,5
"Limit server ,jadi sulit main sama teman",5
"Overall udah bagus banget, walau bug masih lumayan banyak, tapi ini udah the best",5
"Tolong perbaiki kebijakan anak dibawah umur 21 tidak bisa menggunakan fitur chat, itu sangat mengganggu karena game ini butuh komunikasi dan sosialisasi.",1
"Percobaan pertama gagal download, kendala sinyal 3 jaringan dengan embel embel sinyal kuat jaringan luas. Yang sinyalnya naik trun stuck di 16kbps 🤣. Knapa gak di buat ingame saja downloadnya ini",5
Please add more capacity traveler at server. I want play with my friend but its said server reach max and i dont want play alone at new server 😢,5
"Most incredible game ever, chimeraland was made my day😭👍⭐⭐⭐⭐⭐",5
servers so bad.. even i cant login,1
Mantapp sih ini,5
Silahkan dicoba dulu bagi yang suka berpetualang,5
seru,5
"Hii developer, game nya sudah bagus malahan melebihi batas game RPG di HP alias Setara dengan Game PC. Tapi tolong tambahin mission Team kayak sword art online, dan tambahin fitur Gift item ke temen, Tambahin juga Village vilage biar game nya gak monoton/sunyi.",5
Absurd,5
Seru banget game nya. Tolong kalo adain sistem war antar guild/ Event2 perang,5
Bagus,5
Mantap,5
"Gamenya bagus banget, tapi kenapa gak ada bahasan Indonesia cukup sulit dimainkan. Aku minta tolong sediain bahasa Indonesia developer",5
"Game seru GK ngebosenin,,saran aja semoga di tambahkan bahasa Indonesianya , overall nice game👍",5
Good,5
Apdate,5
Make we Indonesian Language,5
"still need improvement, in terms of the event it's still confused, the quest provided doesn't understand, and there are many more that are lacking, please fix it",3
Good,5
Semru bamnget,5
Game bully di dalam tubuh dan meningkatkan daya ingat akan nama Alm ke Mun Yee alumnus fakultas kedokteran UI ini Salman Khan harus terpisah Cakra Khan terlambat kusadari di dunia ini tidak ada komentar link ke posting ini mah akun Twitter resmi JKT48 yg penting mensyukuri nya yang tidak ada yg antar negara ke Mun libur c mmh di wa ku c ayah yang diupload ke ini contohnya ialah yang bisa Anda gunakan di jajap tabuh 9 an nya yang diupload ke rang wa na di makan oleh karena itulah 😇😇 hdhrir di,3
Keren,5
Great!,5
Gg parah si,5
Apakah game ini ada kontrol otomatisnya?? Klo ada tolong di hilangkan bro.. jiwa petualang gw jadi rusak😅😵🤘,5
"Pgnbgt si download gme gnian tpi tinggi bnget Rmgua cm12 Gb,mobil legend ajamsimampu,donwnload gnian ms gm burik gituan gbs",1
Best,5
best,5
Ini baru game,5
Keren sih kek nya nih game,5
still can't register to game ( •_• )ㄏ,1
Gamenya bagus segi grafik bagus.....tapi saya uninstall karna ga paham....👍👍👍👍👍,5
"Sejauh ini gw mainin menurut gw nih game bagus sih, tapi gw masih agak bingung mainnya , baru pertama kali main game rpg soalnya",5
"Buat yg HP nya kentang, mending mundur saja.. Gk ush ksih B1 sadar diri dlu sebelum ngasih B1... Ini game the best lah",5
Bad,3
"game perlu perbaikan terutama PC Ver...masa gbs login pke gmail, sedangkan di Mobile Ver bisa...tolong diperbaiki segera, saya gbs maen di PC klo kek gni",3
Game burik,1
"Fist time, coba dlu",5
Game Terbaik RPG Dan Level Yg Cepat Naik THE Best,5
Akusuka,5
"overall gamenya bagus, cuman kalo bisa adain fitur untuk rename pet biar tulisan petnya ga bahasa cina wkwk",5
Enakan main di PC lebih berasa mmorpg nya,5
3 dulu klo bagus game ya saya tambah bintang ya....,3
Bug tulisan banyak banget,1
"Permainan nya bagus hanya saja gak ada bahasa Indonesia tolong tambahkan bahasa Indonesia, saya kurang paham sama bahasa Inggris?!... Maklumilah saya hanya tamatan SMA T_T",5
"Maklum ini game baru, jadi masih ada bug bug dan tidak bisa login",1
Game absurd tp keren,5
Game nya sih bagus tapi buat dapetin item untuk craft susah nya minta ampun.,3
Utopia its back,5
Parrah sih Ni game Keren abis fitur nya banyak...Bermain Real-time dengan sesuka hati...gk terlalu Pay to Win pokonya apa apa sesuai mechanical kita sendiri. Good buat Developer nya 👍💖,5
"Bagus bat ajg,gak download anak haram",5
Sudah download 2x tetapi tidak bisa masuk ke aplikasi. Saya lelah berharap :(,1
3 x download gagal,5
"Mungkin dimasa mendatang akan ada guild, perang guild. Dan global turnamen. NPC town/city arena etc.",5
Tolong Sediain Bahasa Indo Dong....Bahasa Inggris ku Cuma Bisa Dikit 🤣 (Please provide Indonesian .... My English can only be a little 🤣),5
Bagus banget wajib main,5
Udah bagus kok min😌👍,5
please do support for armeabi-v7a architecture,5
Seruu,5
🥰,5
gokill sih,5
"Bagus yang kurang enak control mount udaranya selama ini,untuk komentar mohon cek spesifikasi dahulu seenggaknya hargai tuh Dev nya jangan asal kasih rating",5
"Pengalaman saya bermain game ini,saya mengalami tulisan/huruf"" untuk semua di dalam gamenya menghilang dan ketika memburu binatang,attack dari binatang nya tidak terlihat efeknya char saya terkena damage sendrinya tanpa ada efek animasi darinya",5
bintang satu gak tampil wkwkwkwk karakter ku panda knapa ya,5
kelemahan bnyk bug tp gpp lanjutkan,5
Mantap beut nih game,5
"Instal doang, main kagak",5
"Untuk full main hari ini lancar,ga gede RAM nih game,soalnya hp gw 3RAM Snapdragon 665,lancar aja gw main..!!",5
Animasi masih kaku kek ep ep,1
gem ini wasjib dicoba dan didonlot gem nya seru,5
Hadiah sudah ke claim tapi tidak masuk inventory,5
Kerenn banget si dari game nya Random juga karakter nya Wahh kerenn bngtt si emang,5
Kode giftnya apa ?,5
Keren,5
Nice.. semoga kedepannya support bahasa Indonesia,5
"Mohon maaf, ada yg bisa kasih tau cara registrasi? Kok aku gagal daftar akun mulu?",1
Gemenya sudah bagus tapi terdapat bug dibagian hewannya ketika didevour yaitu bagian tubuh hewannya ada yg hilang atau tidak nampak,5
PLEASE LET ME JOIN SERVER 103 ALL MY FRIENDS THERE:'(,5
Chimeraland?,5
"saya sudah memasukkan email tetapi tidak bisa masuk ke server, mohon bantuanya, thanks",5
Pusing mainnya,1
"Untuk saat ini, game ini bener2 melampaui jauh Durango, sangat Epic dan perfect, jangan lupa di tingkatkan, bener2 Epic dah pokoknya, yg kasih rating jelek, lu kl g mampu maen g usah kasig rating jelek, uninstall aja beres",5
Sedang mendownload,1
"Membosankan tapi sesuai sama sizenya yg gede, jiwa baku hantam w beku di game ini 🥱",1
Baru beres download pas mau di buka game nya langsung force close.tolong solusinya,1
uhuy,5
Bagus,5
"Tringat game durango,",3
INI GAME RPG GOBLOG BUKAN MMORPG,5
"Gak worth it, yg Ram 6gb enggak mumpuni padahal chipset lumayan cuman dapat 30-50 fps rata kiri, apalagi yg ram 2gb ya wkwkw menangis pasti",3
Game ny bagus banget walaupun device ku ga mendukung full size 6gb,5
"Gamenya keren, thank you Tencent",5
susah register,1
"Game bagus, hanya saja sering reconnect jadinya terganggu sekali. Padahal ketika bermain game lain lancar aja :(",3
Sayang sekali tidak bisa chat karena masalah umur... Apa ada solusi lainnya???karena akun juga sudah jauh perjalanannya sayang kalau mau buat baru dari awal :(,3
like that,5
Saya kasih bintang 1 karena grafiknya jelek Burik entah HP nya atau gamenya tapi game lain ngga jelek knpa game'ini doank yg jelek'grafiknya hp Vivo mediatek HelioP35 ram 4/64,1
Game yang ditunggu-tunggu telah release😊😊 Genre Game yang sesuai dengan pribadi gua yang Adventure dan suka hal² Fantasy. Btw Jangan Lupa Subscribe Channel YT gw : Rifqy Loser yang mungkin kedepannya bakalan bahas tips and trick ini game Thabks you^^,5
"Kasih bintang 3 aja 1. Grafik ok jika utra cuman pemandangan pohon jauh kurang hd 2. Apakah ada bahasa indonesia? Jika ada maka mantap( aku udah pilih indonesia tetap aja subtitle bahasa inggris ) 3. Misi/tutorial, bagus 4. Gak bisa di live streaming atau record, mungkin size game ini besar 5. Kurasa gak cocok size besar tapi masih banyak kekurangan",3
Ini kenapa tidak bisa login ya?. Waktu login ada tulisannya bahasa cina. Tapi overal game nya epic,5
Saya dh nyoba bagus kok,5
Bintang 5 karena sudah bersedia jadi pelarian saya dari losestreak emel😏🤞,5
bug kepala peliharaan hilang,5
Tolong yang membuat game ini tolong gamenya jangan gb tapi mb,1
I like,5
Good,5
Overall bagus sih lumayan soalnya kek gaada batasan,5
"Recommended,grafiknya bagus,sangat seru,bisa bertemu dengan orang lain.",5
Capek download malah nge-bug di loading screen awal.,1
😋😋😋😋🐑🐣,5
"Gamenya bagus,, mapnya luas,,",5
Mohon untuk di tambah kan bahasa Indonesia,5
Game nya seru banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!apa liat_liat kebawah orang seru,5
Bagus si gamenya cuma hewanya klo di devour kadang ilang kpalannya,5
"game ini gak menarik walaupun dibilang konsep yg baru,gak semua org pinter bahasa inggris,charnya areanya bagus tapi kontrolnya terlalu susah questnya membinggungkan harusnya ada system auto walaupun gak full.",1
Zian. Bbbbb,5
hehe,5
"Sangat menghibur, dengan seluruh fitur nya yang sangat lengkap craf,build,hunting pet, dll,, aku suka mamamia lezatoss,, zehahahahaaha salam dari yonkou kurohige zehahahahah",5
best game ever....,5
Lanjut main kan..,5
Belum main sih tapi liat dari yt keren😂,5
Yg saya cari,5
Know what you think about it is not going to be a great day of school and but I have a lot about the other side of the day after school,1
Overall bagus 👍,5
"Belum di coba,biar tambah semangat depelopment nya",5
Buat saya yg hp kentang si enak enak aja ram 2 android ya donloawd nya sih lama ya tapi ya ga lama lama bgt tapi masih ada bug nya jadi tolong diperbaiki saya kecewa saya mendoawnload ini hampir 4 GB jadi mohon di perbaiki,5
Mirip monster hunter,5
Ini game bisa di android gak,1
Game ini seru banget sampe aku gak bi sa berhenti main😆,5
"Halo, kenapa saya tidak bisa registrasi katanya butuh izin dari orang tua lalu saya memasukkan email dari orang tua tapi kok di suruh tunggu gak ada yang berubah gak bisa masuk",3
mantAp,5
"Add chat sistem to player bro ,play without chat is boring and people might quit game cuz that.",1
Udh bagus untuk seukuran game baru dri segi fitur² & gameplay,5
Minecraft ada Dong! Running vroom vroom vroom like supersonic!,5
GAK SABAAAAAAR MAIN GEME CHIMERALAND DARI SATU DEVELOPMENT PUBGGGGGGGGG AWOOOOOOOW,5
Tolong di kasih bahasa Indonesia dong !!! Dan tolong juga server nya di kasih besar kapasitas nya masa tidak bisa masuk di server 101 padahal masih hijau ...,5
"Overall bagus gamenya, tapi masih diperlukan banyak improvisasi dan perbaikan bug. Terutama objek yang memiliki bug texture transparan",5
Gabungan geshin impak + mobil lejen + pree pire,3
Mohon. Develoder Cara Login Gue Udah Login Tambah Email Tapi Kok Tidak Bisa Saya Mohon Beritahu Saya Cara Login Biar Bisa Masuk Game,1
Ini game seru bener kalian bakal ketagihan main nya dan tenang ini game bisa di mainkan di ram 2/3 ya mungkin Graphic nya low tapi masih bisa seru seruan bareng temen Gokil dah Harus coba!,5
Gak bisa di intal,1
"To: Dev.Chimeraland I, as one of the players in the Chimeraland game, would like to inform you that the feature of not being able to chat for minors should be removed.Because we children who are underage become unable to interact with other players and become loners in this game, That's all from me I hope my advice is accepted. Thank you From: RiTo3 (Server.103)",5
Game babi gak bisa masuk taik developer gak jls,1
"Sangat² bagus, tapi tolong tindaklanjuti fitur berbahasa Indonesia,",5
Bagus game nya loh,5
"Gamenya Bagus, Sekarang add aku kawan di Server 102. Ttd. Xust",5
Top,5
"Mantap sih ni game, wajib dicoba.",5
Patah patah,1
SAYA SANGAT SUKA PERMAINAN INI,5
Suka banget 😊,5
So lag!!!!!!!!!,5
Tydak ramah 🌟 X5 bintang,5
2x download sudah 90% smuanya 2x gagal. Jaringan bagus aduhhh,1
"Gamenya sangat bagus seperti perpaduan Toram, Ark Survival dan Genshin impact. Didalamnya disuguhkan banyak monster² yang bagus untuk dilihat dan juga kalau beruntung bisa di tame. Membuat rumah dengan keinginan kita, membuat di bawah laut, tebing, bahkan di luar angkasa pun bisa. Dan masih banyak lgi. Untuk ram 2/3 sangat bisa untuk dimainkan tapi perlu diingatkan, bahwa graphic nya harus di setting ke low.",5
Bang lu harus coba dlu ni game jan di scroll doang XD,5
Nice nice,5
Ku kasih bintang 3 dlu sebenernya gamenya bagus banget cuma saya gak bisa menggunakan chat didalam game karena dibawah umur tapi apakah 17th masih dibawah umur untuk menggunakan chat tersebut??? Pls fix ini sangat menysusahkan bagi saya,3
Bagus nya,5
the best,5
Saya belum download..,5
Bintang 3 dlu liat review sih asik .... Belom di coba sih,3
Mantap bet gamenya asli,5
Kerennn,5
Mantap mamang,5
Game nya baguss,5
GG banget,5
Game ampas anjg,1
OMG gamenya bagus banget semoga ada update terbaru kayak kode Redeem baru,5
Bgusssssssssssssssssssss bangat,5
"Ni game masih pra download, bisa di mainkan tanggal 6, untuk jam berapanya tidak tau",5
Bagus tapi banyak baget tombol nya,3
Tolong tambahin bahasa Indonesia supaya mudah di mengerti,5
Overall baguss. But device saya keknya kurang mumpuni deh hehe. Paling jadinya ya main di pc,5
no more words. this game is very cool. improve again dear developer,5
Wkwkw kocak.ulasan gw di hapus🤣.dah seharian gw nggu kirain bakal bisa di mainin.ternyata F@@***$$$🤬..yg bilang game ini bagus.OTAK LU @M@N @NJ!#&.......................🤣,1
Mmm ❤️🧡💛💚💙💜🖤🤍🤎💗💖💘💝💔❣💕💞💓,5
mohon maaf untuk sebelumnya. jujur saja mungkin ada user dan termasuk saya yang mengalami bug tampilan.(tampilan crash disaat buat character dan didalam permainan). mohon untuk pihak pengembang harus diperbaiki masalah ini. (GPU ADRENO 618),1
Ga bisa masuk server padahal sudah waktu nya,1
Semoga seru,5
Buat adek2 pemain ep ep yang hp nya ram 4gb atau masih pake snapdragon 625. gak usah ngeluh ya dek. Game ini bukan buat kalian. Emang wajar kalo HP kalian black screen atau crash. Dari spek aja recomend nya snapdragon 845. Main aja ep ep dan gak usah kasin bintang 1 bikin ancur rating aja,5
"Kebanyakan fitur diklik , kebanyakan makan Gigabyte , entah apa game ini ,bonus free belum tentu juga bagus dikick out game baru rilisb2022 ini",5
Baru tess kmaren lupa download . cari dunia baru di sini mogah betah petualang baru...tank's,5
Karen bet,5
Bedebest,5
"Kayaknya bagus sih,, di coba dulu",5
"Grafik berbeda dengan contoh gambar diatas, dan gameplay nya sangat kaku, terlalu banyak yg perlu didownload, hingga 7gb, saat download di ps 4 gb,dan mau masuk ke apk nya pun download lagi 2gb. Terlalu Ribet !!",1
The best👍,5
"Gamenya keren tapi tolong ya bug pintu di benarin, masa harus gelud dulu sama pintu baru bisa nutup atau buka🤣",5
Bagus😁,5
Bagus banget meski pun hape gw kepenuhan gebe nya,5
Gamenya keren tapi ngeframe parah anjir,1
Burik aah.kira mirip game monster hunter kayax di PS2 atau ps3.preet,1
bagus kayak tencent,5
Wow,3
Tolong optimasi untuk redmi note 9 pro OS 11. Thanks,5
Mantap nih game,5
"Game yg sangat gw suka, bisa gabung monster dan evolusi",5
liat review an di platform youtube keliatan asik dan random sepertinya ahahahah... new era,5
"Coba dulu ya gans, tar klok bagus balik lagi",3
"3 dulu., kalo bagus gak kayak game seblah bintang nya gw tambah.",3
Bagus gamenya sayang kalo pake hp panas banget 🤣.lebih baik main di PC,5
Registrasi penuh (: gapapa bang ane tunggu full rilis nya semoga gak berat gamenya,5
"Semoga mic di party bisa diperbaiki, kadang ga bisa ngomong, terus suara mic nya sangat rendah padahal max volume",5
*3 dulu kllo bagus ta tambahin,3
Bagus,5
Game jaman skrg size ga kira2 jiwa miskin gwe meronta2 kuoontoll,3
Good,5
bismilah semoga lancar di hpku,5
Ini game kayak KOMIk immortal gg habis lah,5
Saya belum bisa mencoba game ini tapi saya yakin game ini seru sayangnya hp saya kentang jadi saya gk bisa nyobain dah semoga tahun depan bisa beli hp baru aamiin,5
Dri awal udah tertarik dri game ini wkwk,5
Good game,5
GG PARAHHH ASLIIII!!!!!,5
WORST GAME. now Im Playing Playstation 5. More FUNNN,1
"Menurut pendapatku. Gamenya bagus ,serba kebebasan dan bikin rumah juga sesuka hati, no auto juga. Tapi ada kekurangan yaitu kostumisasi rambut tolong di perbanyak yang ras manusianya karena dikit bat gaya rambut untuk ras manusia soalnya saya suka ras manusia. Itu aja sih selebihnya mantep gw kasih rate 8,5/10",5
Kasih tambahan bahasa Indonesia lah aku kurang ngerti,5
Does this game have Indonesian subtitles?,5
game rusak banyak bug,1
Ok,5
Mulai nambah trus server nya biar server lama sepi kwkkw cpt pensi yg server awal,3
"terdapat banyak bug,salah satu nya pada keterangan pada setiap tulisan.. terkadang setiap tombol terdapat bug yang tuilsan dan beberapa huruf menghilang atau eror,dan itu membuat saya harus log in ulang untuk memperbaikinya.. mohon di perbaiki",3
"Good game, paten kalii",5
"Dicoba dulu ya, semoga asik",5
"guud game,invite: gvannial",5
Ini baru game terbaik menurut gua,5
Di hapus?,5
Emm ok,3
"untuk gameplay seru, tapi pas setting grhapic rata kiri, gk enak banget, dan juga mohon ditambahkan FPP vies (first person perspective)",5
Server nya bisa yok,5
Nice min tapi masih ada bag min moga cepetan di fix,5
"Bagus dan Mantap lah,Kalo bisa Gerakan saat Pertarungan diperhalus lagi ...... Overall Mantapp",5
The best game in the world,5
Baru liat juga udah keren nih gemz 😍😍😍,5
"GAME INI SERU BNGT, JANGANLUPA SUBREK CHANNELKU ANGBATE01",5
Please fix the connection server because it's very lag,1
"Ini game yg gua impikan dri dulu, akhirnya ada juga game yg gw mau di awal tahun yg wangy ini.. gw berhenti main game 4no bensin impak",5
Mantap,5
Akhirnya yang gw tunggu tunggu rilis juga😄😄🙏👍,5
Gak bisa di buka game nya,1
Coba dulu mudah mudahan betah,5
Baru pengen nyoba nih game😁 smngat untuk develofer ny,5
Ok jadi para bocil² Inituh buka server nya tanggal 6 Catat yeee Nah jadi jangan asal rating kalo belum tau😞😞,5
"Yg komen dibawah ini game ini gabungan free fire dengan game lain, tidak sopan Anda.. Ini kan devnya pubg. :"") Otak ku yg sudah tua ini pusing main game yg sulit ini.",5
"Game open world yang sangat luas, saya di lemapar ke luar angkasa, gara gara ganggu fight orang dn mati trus malwan mosnter,",5
Game ya bagus banget!!!!!!!!!!!!!!!!! Bisa naik semuanya,5
Good game,5
mantap jiwa,5
"game anehhhh bangett,kakuu bettt,grafis jelek,5 gb lhoo",1
Aku hanya ingin merasakan dunianya...,5
"I can't use the chat function, RieF (Server 104). I was choosed birth 2001 at first",1
Mantap harus di tambahin ending rahasianya 🗿🗿🗿🗿🗿,5
Game ini sangat seru!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
👍,5
This game is amazing,5
chimeraland is game nft?,5
Event nya banyakin lagi dev,5
Asli gamenya bagus bngt,5
Gw tunggu tunggu bet ni game akhirnya nya rilis eh taunya ancur grafiknya bagus cuman ngeleg banget gak optimize padahal pake helio g85 ram 6 loh masak masihh ngeleh minimum nya aja snapdragon 450 jauh loh masih aja ngeleg padahal udah rata kiri tolong ya Dev di update lgi,3
Tek,3
"tolong tambahkan bahasa Indonesia hehe, dan untuk di bagian layoutnya rumit sekali, saya awalnya kesusahan untuk mencari tombol pengaturan",5
Ini sumpah paling seru,5
Good,5
Kalo main game ini sering reconnect jadi gk nyaman mainnya,5
Good game,5
Just for say...... Exellent's Game,5
"Aku lagi habis download tiba tiba eror pas loading kenapa ya,tolong developer bantu saya:(",1
Pemula,5
nice games 😘,5
Good game...,5
Enjoy,5
Game nya seruuuuu,5
Gua belum selesai download tapi langsung gua kasih bintang 5 biar developernya semangat dan juga semoga memuaskan,5
Nice game,5
Bug monster besar nyankut di rumah sangat menggangu 👎,3
Terobosan Terbaru. Mantap Om.,5
"Overall gamenya bagus, tapi masih ada beberapa bug tolong diperbaiki, bug di mobile kadang menembak tidak keluar damagenya, sedangkan versi pc bugnya saat membuka pintu tidak bisa dibuka",5
"Overall Good, ukuran gamenya memang luar biasa",5
Ku kira bagus pas di mainin burik wkwkwk bagusan lifeafter,1
"Gameplay sangat kompleks Bagus dan Fitur juga banyak , cocok buat dimainkan longplay tidak kaku dan tidak monoton banyak yang bisa dilakukan bsa War faction, taming bkin rumah craft dll real MMORPG + SURVIVAL / mirip2 ARK dan punya ras character terbanyak di antara game lain nya",5
Mantap lah pokoknya,5
Aku belum main tapi menurutku game ini akan bagus,5
DC Mulu ni buat developer semangat buat stabilin server,3
Gamenya bagus dan mudah untuk dimengerti dan grafik juga bagus Tolong tambah kan bahasa Indonesia Yang tidak bisa bahasa Inggris akan susah mengerti,5
Nice game 😍,5
Untuk gameplaynya sudah Bagus tapi masih banyak bug mohon diperbaiki,3
Game nya bagus bedah,5
Keren si gamenya,5
Mantap,5
"Tolong untuk masalah jaringan segera diperbaiki, masuk game lancar, pas di game roconect terus,.",3
"Untuk gamplay sudah ok, tapi tolong secepatnya di fix masalah sinyal nya, sama kalo bisa untuk grafik tolong di perbaik untuk HP"" Spek rendah agar tidak terlalu burik dan tetap bisa lancar saat di gameplay nya, selebihnya sudah bagus👍👍👍",5
